通番,情報種別,市外局番,電話番号,電番略符号,カナ名称,漢字名称,法人種類コード,住所コード,都道府県名,市区郡町村名,大字通称名,字丁目名,街区番号,郵便番号,基本分類コード,基本分類名,TP分類コード,TP分類名
00001047,0,011,677-2542,,茶房 北二十条西,茶房 北二十条西,0,01102373545,北海道,札幌市北区,北二十条西,6丁目,16-3,0920160,52,そば・うどん店,5207,喫茶店
00001048,0,011,727-6438,,珈琲館 北区,珈琲館 北区,0,01102310220,北海道,札幌市北区,新琴似,10丁目,6-20,0260995,52,そば・うどん店,5207,喫茶店
00001049,0,011,265-7927,,ラウンジ 麻生町,ラウンジ 麻生町,0,01102939112,北海道,札幌市北区,麻生町,10丁目,18-19,0790880,52,そば・うどん店,5206,バー
00001050,0,011,448-5204,,ラウンジ 北十八条西,ラウンジ 北十八条西,0,01102917578,北海道,札幌市北区,北十八条西,4丁目,18-7,0230300,52,そば・うどん店,5206,バー
00001051,0,011,909-5693,,バー 本店,バー 本店,1,01102830668,北海道,札幌市北区,北十八条西,8丁目,7-19,0280884,52,そば・うどん店,5206,バー
00001052,0,011,229-1064,,バー 支店,バー 支店,0,01102551765,北海道,札幌市北区,麻生町,6丁目,8-26,0470826,52,そば・うどん店,5206,バー
00001053,0,011,365-4762,,バー 北七条西,バー 北七条西,0,01102723108,北海道,札幌市北区,北七条西,2丁目,5-8,0780253,52,そば・うどん店,5206,バー
00001054,0,011,615-1032,,ラウンジ 新琴似,ラウンジ 新琴似,1,01102363958,北海道,札幌市北区,新琴似,6丁目,19-24,0840766,52,そば・うどん店,5206,バー
00001055,0,011,976-4321,,パブ 北十八条西,パブ 北十八条西,0,01102455075,北海道,札幌市北区,北十八条西,1丁目,2-28,0390485,52,そば・うどん店,5206,バー
00001056,0,011,765-6796,,ラウンジ 北区,ラウンジ 北区,1,01102346321,北海道,札幌市北区,新琴似,7丁目,18-4,0110405,52,そば・うどん店,5206,バー
00001057,0,011,432-2868,,バー 支店,バー 支店,0,01102675771,北海道,札幌市北区,麻生町,2丁目,9-22,0580959,52,そば・うどん店,5206,バー
00001058,0,011,378-3636,,バー 麻生町,バー 麻生町,0,01102762047,北海道,札幌市北区,麻生町,2丁目,7-2,0390286,52,そば・うどん店,5206,バー
00001059,0,011,495-7375,,バー 北区,バー 北区,0,01102443784,北海道,札幌市北区,北二十条西,8丁目,14-6,0900608,52,そば・うどん店,5206,バー
00001060,0,011,816-9889,,パブ 北七条西,パブ 北七条西,0,01102470681,北海道,札幌市北区,北七条西,6丁目,12-25,0640667,52,そば・うどん店,5206,バー
00001061,0,011,418-9769,,ラウンジ 支店,ラウンジ 支店,0,01102562220,北海道,札幌市北区,北八条西,7丁目,2-20,0240380,52,そば・うどん店,5206,バー
00001062,0,011,957-2368,,バー 北七条西,バー 北七条西,0,01102969890,北海道,札幌市北区,北七条西,5丁目,18-10,0160488,52,そば・うどん店,5206,バー
00001063,0,011,242-1864,,バー 北区,バー 北区,0,01102547962,北海道,札幌市北区,北八条西,2丁目,6-19,0660122,52,そば・うどん店,5206,バー
00001064,0,011,436-5417,,パブ,パブ,0,01102180365,北海道,札幌市北区,北二十条西,8丁目,14-20,0570780,52,そば・うどん店,5206,バー
00001065,0,011,376-9259,,バー 支店,バー 支店,0,01102569646,北海道,札幌市北区,北二十条西,9丁目,7-3,0650789,52,そば・うどん店,5206,バー
00001066,0,011,211-9499,,ショットバー 北区,ショットバー 北区,0,01102529476,北海道,札幌市北区,麻生町,6丁目,14-20,0840526,52,そば・うどん店,5206,バー
00001067,0,011,498-9152,,ショットバー 新琴似,ショットバー 新琴似,0,01102172489,北海道,札幌市北区,新琴似,4丁目,6-5,0640469,52,そば・うどん店,5206,バー
00001068,0,011,254-5336,,バー 支店,バー 支店,0,01102857421,北海道,札幌市北区,北二十条西,4丁目,9-9,0680725,52,そば・うどん店,5206,バー
00001069,0,011,139-4520,,パブ,パブ,0,01102410367,北海道,札幌市北区,北二十条西,2丁目,13-29,0590725,52,そば・うどん店,5206,バー
00001070,0,011,514-5276,,バー 支店,バー 支店,1,01102235800,北海道,札幌市北区,新琴似,6丁目,5-2,0500303,52,そば・うどん店,5206,バー
00001071,0,011,753-7865,,パブ,パブ,0,01102986204,北海道,札幌市北区,北八条西,3丁目,19-24,0360891,52,そば・うどん店,5206,バー
00001072,0,011,908-6774,,バー,バー,0,01102672950,北海道,札幌市北区,北十八条西,10丁目,1-15,0670301,52,そば・うどん店,5206,バー
00001073,0,011,691-3132,,日本料理店 支店,日本料理店 支店,0,01102602734,北海道,札幌市北区,北七条西,5丁目,5-28,0680470,52,そば・うどん店,5203,日本料理店
00001074,0,011,161-9877,,日本料理店 支店,日本料理店 支店,1,01102854723,北海道,札幌市北区,北七条西,9丁目,16-16,0750117,52,そば・うどん店,5203,日本料理店
00001075,0,011,404-1400,,日本料理店 本店,日本料理店 本店,0,01102921519,北海道,札幌市北区,麻生町,1丁目,13-3,0890577,52,そば・うどん店,5203,日本料理店
00001076,0,011,291-2598,,日本料理店 北二十条西,日本料理店 北二十条西,0,01102761579,北海道,札幌市北区,北二十条西,5丁目,8-1,0130623,52,そば・うどん店,5203,日本料理店
00001077,0,011,455-6509,,日本料理店,日本料理店,0,01102602803,北海道,札幌市北区,北八条西,10丁目,9-25,0740124,52,そば・うどん店,5203,日本料理店
00001078,0,011,911-5611,,日本料理店 北区,日本料理店 北区,0,01102240840,北海道,札幌市北区,北八条西,5丁目,7-18,0540974,52,そば・うどん店,5203,日本料理店
00001079,0,011,819-2713,,日本料理店 支店,日本料理店 支店,0,01102226193,北海道,札幌市北区,北八条西,8丁目,5-12,0270486,52,そば・うどん店,5203,日本料理店
00001080,0,011,492-1185,,日本料理店 北区,日本料理店 北区,1,01102365697,北海道,札幌市北区,麻生町,8丁目,20-24,0840894,52,そば・うどん店,5203,日本料理店
00001081,0,011,617-2484,,日本料理店 北二十条西,日本料理店 北二十条西,1,01102458483,北海道,札幌市北区,北二十条西,1丁目,4-18,0650244,52,そば・うどん店,5203,日本料理店
00001082,0,011,853-6905,,日本料理店,日本料理店,0,01102151672,北海道,札幌市北区,北二十条西,9丁目,1-3,0680471,52,そば・うどん店,5203,日本料理店
00001083,0,011,952-8324,,日本料理店 北七条西,日本料理店 北七条西,0,01102560909,北海道,札幌市北区,北七条西,1丁目,10-7,0250594,52,そば・うどん店,5203,日本料理店
00001084,0,011,278-2149,,日本料理店 本店,日本料理店 本店,0,01102773297,北海道,札幌市北区,北十八条西,6丁目,19-8,0490955,52,そば・うどん店,5203,日本料理店
00001085,0,011,226-5070,,日本料理店 支店,日本料理店 支店,0,01102217459,北海道,札幌市北区,麻生町,6丁目,15-28,0910790,52,そば・うどん店,5203,日本料理店
00001086,0,011,336-8152,,日本料理店 北区,日本料理店 北区,1,01102798984,北海道,札幌市北区,北七条西,5丁目,1-30,0660460,52,そば・うどん店,5203,日本料理店
00001087,0,011,940-3297,,日本料理店 北区,日本料理店 北区,1,01102781579,北海道,札幌市北区,新琴似,2丁目,15-11,0110321,52,そば・うどん店,5203,日本料理店
00001088,0,011,425-5118,,日本料理店 北区,日本料理店 北区,0,01102897449,北海道,札幌市北区,新琴似,8丁目,1-15,0810147,52,そば・うどん店,5203,日本料理店
00001089,0,011,209-1238,,日本料理店,日本料理店,0,01102510345,北海道,札幌市北区,新琴似,10丁目,5-13,0870168,52,そば・うどん店,5203,日本料理店
00001090,0,011,632-7803,,日本料理店 新琴似,日本料理店 新琴似,0,01102621718,北海道,札幌市北区,新琴似,8丁目,4-30,0880302,52,そば・うどん店,5203,日本料理店
00001091,0,011,552-9690,,日本料理店,日本料理店,0,01102388558,北海道,札幌市北区,麻生町,7丁目,4-25,0190151,52,そば・うどん店,5203,日本料理店
00001092,0,011,295-9239,,日本料理店 支店,日本料理店 支店,1,01102977138,北海道,札幌市北区,北八条西,9丁目,13-6,0410608,52,そば・うどん店,5203,日本料理店
00001093,0,011,226-3346,,中華料理店 本店,中華料理店 本店,0,01102748528,北海道,札幌市北区,新琴似,5丁目,8-10,0930161,52,そば・うどん店,5201,中華料理店
00001094,0,011,622-6316,,中華料理店 北区,中華料理店 北区,1,01102688934,北海道,札幌市北区,北十八条西,7丁目,7-2,0200905,52,そば・うどん店,5201,中華料理店
00001095,0,011,696-2260,,中華料理店 本店,中華料理店 本店,0,01102938974,北海道,札幌市北区,新琴似,1丁目,9-11,0560130,52,そば・うどん店,5201,中華料理店
00001096,0,011,219-9982,,中華料理店 本店,中華料理店 本店,0,01102355569,北海道,札幌市北区,北十八条西,5丁目,3-27,0570740,52,そば・うどん店,5201,中華料理店
00001097,0,011,643-4199,,中華料理店 本店,中華料理店 本店,1,01102355087,北海道,札幌市北区,北七条西,3丁目,9-17,0460302,52,そば・うどん店,5201,中華料理店
00001098,0,011,660-6973,,中華料理店 支店,中華料理店 支店,0,01102124183,北海道,札幌市北区,北八条西,4丁目,12-28,0710587,52,そば・うどん店,5201,中華料理店
00001099,0,011,337-7373,,中華料理店,中華料理店,0,01102702293,北海道,札幌市北区,麻生町,2丁目,11-9,0350701,52,そば・うどん店,5201,中華料理店
00001100,0,011,986-8692,,中華料理店 支店,中華料理店 支店,1,01102761660,北海道,札幌市北区,北十八条西,6丁目,15-11,0540197,52,そば・うどん店,5201,中華料理店
00001101,0,011,215-8473,,中華料理店 支店,中華料理店 支店,0,01102469220,北海道,札幌市北区,北八条西,9丁目,16-12,0970280,52,そば・うどん店,5201,中華料理店
00001102,0,011,284-7715,,中華料理店 支店,中華料理店 支店,0,01102210527,北海道,札幌市北区,北十八条西,4丁目,18-9,0760740,52,そば・うどん店,5201,中華料理店
00001103,0,011,258-4922,,中華料理店,中華料理店,0,01102321007,北海道,札幌市北区,北十八条西,8丁目,3-24,0430554,52,そば・うどん店,5201,中華料理店
00001104,0,011,571-8931,,中華料理店 支店,中華料理店 支店,0,01102202434,北海道,札幌市北区,麻生町,10丁目,13-17,0740991,52,そば・うどん店,5201,中華料理店
00001105,0,011,831-9771,,中華料理店 北八条西,中華料理店 北八条西,1,01102533624,北海道,札幌市北区,北八条西,7丁目,11-16,0740601,52,そば・うどん店,5201,中華料理店
00001106,0,011,255-9025,,中華料理店 北十八条西,中華料理店 北十八条西,0,01102283462,北海道,札幌市北区,北十八条西,1丁目,8-21,0470206,52,そば・うどん店,5201,中華料理店
00001107,0,011,729-7813,,中華料理店 新琴似,中華料理店 新琴似,1,01102743538,北海道,札幌市北区,新琴似,4丁目,4-18,0290476,52,そば・うどん店,5201,中華料理店
00001108,0,011,788-3776,,中華料理店 新琴似,中華料理店 新琴似,0,01102625713,北海道,札幌市北区,新琴似,10丁目,13-11,0970225,52,そば・うどん店,5201,中華料理店
00001109,0,011,963-6586,,中華料理店,中華料理店,0,01102952662,北海道,札幌市北区,新琴似,7丁目,13-10,0920462,52,そば・うどん店,5201,中華料理店
00001110,0,011,240-8540,,中華料理店,中華料理店,0,01102257689,北海道,札幌市北区,北十八条西,6丁目,8-8,0590902,52,そば・うどん店,5201,中華料理店
00001111,0,011,531-2572,,中華料理店 支店,中華料理店 支店,0,01102978917,北海道,札幌市北区,麻生町,2丁目,3-24,0490412,52,そば・うどん店,5201,中華料理店
00001112,0,011,115-9314,,中華料理店 北区,中華料理店 北区,0,01102873348,北海道,札幌市北区,北七条西,2丁目,12-11,0220513,52,そば・うどん店,5201,中華料理店
00001113,0,011,519-3451,,中華料理店 本店,中華料理店 本店,0,01102153287,北海道,札幌市北区,北十八条西,6丁目,20-6,0330870,52,そば・うどん店,5201,中華料理店
00001114,0,011,658-7064,,中華料理店 本店,中華料理店 本店,1,01102872962,北海道,札幌市北区,北七条西,4丁目,3-24,0220741,52,そば・うどん店,5201,中華料理店
00001115,0,011,882-7849,,中華料理店 北二十条西,中華料理店 北二十条西,0,01102515150,北海道,札幌市北区,北二十条西,9丁目,17-26,0750584,52,そば・うどん店,5201,中華料理店
00001116,0,011,713-2039,,中華料理店 本店,中華料理店 本店,0,01102963229,北海道,札幌市北区,新琴似,4丁目,2-22,0670741,52,そば・うどん店,5201,中華料理店
00001117,0,011,279-3628,,中華料理店 本店,中華料理店 本店,0,01102497551,北海道,札幌市北区,麻生町,1丁目,2-30,0840554,52,そば・うどん店,5201,中華料理店
00001118,0,011,370-9383,,中華料理店 支店,中華料理店 支店,0,01102315858,北海道,札幌市北区,麻生町,3丁目,6-3,0860721,52,そば・うどん店,5201,中華料理店
00001119,0,011,695-4714,,中華料理店 支店,中華料理店 支店,1,01102122882,北海道,札幌市北区,新琴似,5丁目,19-23,0830477,52,そば・うどん店,5201,中華料理店
00001120,0,011,890-5835,,中華料理店 北区,中華料理店 北区,0,01102844793,北海道,札幌市北区,麻生町,1丁目,2-4,0780547,52,そば・うどん店,5201,中華料理店
00001121,0,011,997-2840,,クリニック 本店,クリニック 本店,0,01102572804,北海道,札幌市北区,麻生町,4丁目,13-27,0390910,62,病院,6204,内科
00001122,0,011,942-1717,,クリニック 北区,クリニック 北区,1,01102162245,北海道,札幌市北区,北二十条西,8丁目,9-23,0650839,62,病院,6204,内科
00001123,0,011,732-1943,,診療所 本店,診療所 本店,0,01102162230,北海道,札幌市北区,北二十条西,8丁目,19-21,0900657,62,病院,6204,内科
00001124,0,011,935-1272,,クリニック,クリニック,0,01102808338,北海道,札幌市北区,新琴似,1丁目,3-5,0900643,62,病院,6204,内科
00001125,0,011,833-4019,,内科医院,内科医院,0,01102509586,北海道,札幌市北区,北八条西,1丁目,5-13,0900158,62,病院,6204,内科
00001126,0,011,222-8519,,内科医院,内科医院,0,01102880480,北海道,札幌市北区,北八条西,4丁目,18-9,0320523,62,病院,6204,内科
00001127,0,011,390-3284,,内科医院 北八条西,内科医院 北八条西,0,01102172244,北海道,札幌市北区,北八条西,1丁目,8-16,0790990,62,病院,6204,内科
00001128,0,011,900-4277,,診療所 本店,診療所 本店,0,01102959638,北海道,札幌市北区,北二十条西,7丁目,18-6,0470654,62,病院,6204,内科
00001129,0,011,385-8721,,クリニック 本店,クリニック 本店,0,01102114942,北海道,札幌市北区,麻生町,5丁目,3-29,0660726,62,病院,6204,内科
00001130,0,011,242-7771,,クリニック,クリニック,0,01102924819,北海道,札幌市北区,麻生町,8丁目,3-16,0870160,62,病院,6204,内科
00001131,0,011,108-1858,,診療所 新琴似,診療所 新琴似,1,01102888560,北海道,札幌市北区,新琴似,2丁目,11-11,0640882,62,病院,6204,内科
00001132,0,011,525-4998,,内科医院,内科医院,0,01102542441,北海道,札幌市北区,北十八条西,4丁目,9-26,0550828,62,病院,6204,内科
00001133,0,011,395-9595,,内科医院,内科医院,0,01102640487,北海道,札幌市北区,麻生町,4丁目,9-16,0340911,62,病院,6204,内科
00001134,0,011,572-1467,,クリニック,クリニック,0,01102802606,北海道,札幌市北区,北八条西,2丁目,17-7,0590521,62,病院,6204,内科
00001135,0,011,723-2580,,クリニック,クリニック,0,01102220323,北海道,札幌市北区,北二十条西,1丁目,6-15,0750111,62,病院,6204,内科
00001136,0,011,945-4560,,クリニック 北十八条西,クリニック 北十八条西,0,01102948843,北海道,札幌市北区,北十八条西,5丁目,14-9,0660967,62,病院,6204,内科
00001137,0,011,628-3828,,歯科医院 支店,歯科医院 支店,1,01102329916,北海道,札幌市北区,北二十条西,9丁目,3-20,0200327,62,病院,6205,歯科
00001138,0,011,930-2713,,デンタルクリニック 北区,デンタルクリニック 北区,1,01102610612,北海道,札幌市北区,北八条西,10丁目,17-19,0690671,62,病院,6205,歯科
