入札日,開札日,ステータス,フェーズ,サブカテゴリ,機関タイプ,発注機関,発注地域,件名,年度,入札種別,落札会社名,落札金額,予定金額,応札企業,応札社数,リンク
,,結果待ち,④構築,RAG構築,その他,その他,全国,【米軍案件】UPR DRAG BRC FAIRIN,FY2025,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMDc4MjMyOA==
,,結果待ち,④構築,RAG構築,その他,その他,全国,【米軍案件】DRAG BEAM、AIRCRAFT、,FY2025,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMDc4MjMxMw==
,2025-09-01,落札済,④構築,生成AI（その他）,独法,国立大学法人,高知県,生成AI医療支援システム 一式,FY2025,,Ｕｂｉｅ株式会社,12031360,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNjYwMzQ0Mg==
2025-08-29,,結果待ち,④構築,活用支援・コンサル,都道府県,鳥取県,鳥取県,募集（〆切 8月29日）鳥取県中小企業DX推進支援補助金【生成AIの利活用】,FY2025,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMDY3ODgwMw==
2025-08-28,2025-08-29,落札済,④構築,生成AI（その他）,その他,日本政策金融公庫,東京都,スマートフォン及び生成ＡＩを活用した面談記録作成アプリケーション等の調達,FY2025,,株式会社ＮＴＴドコモ,6636840,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNjM4ODk4NA==
,2025-08-28,落札済,①研修,,都道府県,茨城県,茨城県,生成AI・プロンプトジェネレーティング講座委託,FY2025,,関彰商事株式会社,693000,,"{応札企業名＝関彰商事株式会社、応札結果・備考＝ (第3回,第4回は随意契約)、応札金額＝693000},{応札企業名＝デジタルハリウッド株式会社、応札結果・備考＝ (第3回,第4回は随意契約)、応札金額＝825000}",8,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNjcxMTQ4Mw==
,2025-08-28,落札済,①研修,,市区町村,その他東京都市町村/府中市,東京都,生成AI・Copilot活用推進研修業務委託【府中市】,FY2025,,株式会社Ｓｃｈｏｏ,1500000,,"{応札企業名＝株式会社Ｓｃｈｏｏ、応札結果・備考＝、応札金額＝1500000},{応札企業名＝株式会社日立システムズ、応札結果・備考＝、応札金額＝2980000},{応札企業名＝株式会社大塚商会 LA事業部公共グループ、応札結果・備考＝、応札金額＝4175000},{応札企業名＝株式会社インソース 営業本部、応札結果・備考＝辞退、応札金額＝},{応札企業名＝株式会社ワイ・シー・シー 東京支社、応札結果・備考＝辞退、応札金額＝}",15,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNjMwOTg5Ng==
,2025-08-27,落札済,④構築,生成AI（その他）,独法,国立大学法人,東京都,生成AIの医療応用のためのGPUサーバ装置,FY2025,,株式会社ジーデップ・アドバンス,58300000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNjUxNzkwMw==
,2025-08-27,落札済,④構築,生成AI（その他）,独法,国立大学法人,東京都,生成ＡＩの医療応用のためのＧＰＵサーバ装置 一式,FY2025,,株式会社ジーデップ・アドバンス,58300000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNjQ5NDU0NA==
,2025-08-27,落札済,④構築,生成AI（その他）,市区町村,福井県市町村/敦賀市,福井県,敦賀市生成AI活用推進業務【敦賀市】,FY2025,,株式会社パブリックテクノロジーズ,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNjM5Mzc1Ng==
2025-08-26,2025-09-03,落札済,④構築,チャットボット,都道府県,大分県,大分県,大分県AIチャットボット導入業務委託事業,FY2025,,合同会社Easy Dialog,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNjM5NDYwNg==
2025-08-26,2025-08-26,落札済,④構築,チャットボット,都道府県,愛知県,愛知県,チャットボットサービス提供業務,FY2025,,株式会社ユーザーローカル,2050000,,"{応札企業名＝株式会社ユーザーローカル、応札結果・備考＝落札、応札金額＝2050000},{応札企業名＝日本トータルテレマーケティング株式会社、応札結果・備考＝、応札金額＝4598000},{応札企業名＝アルティウスリンク株式会社、応札結果・備考＝辞退、応札金額＝}",9,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNjI4NzI5NA==
2025-08-26,,結果待ち,⑤運用,,市区町村,奈良県市町村/奈良市,奈良県,生成AIサービスのライセンス調達および利用に係る意見募集（RFC）【奈良市】,FY2025,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMDczMDEwNw==
,,結果待ち,④構築,RAG構築,その他,その他,全国,【米軍案件】BATTERY、STORAGE,FY2025,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMDc0OTMxNg==
,2025-08-25,落札済,③PoC,,独法,独立行政法人科学技術振興機構,埼玉県,ＪａＬＣ２・書誌同定／ＪＬＣシステムにおける生成ＡＩを用いた書誌分解の精度検証,FY2025,,テクマトリックス株式会社,7187290,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNjUyNjA1NQ==
2025-08-22,2025-08-25,落札済,⑤運用,,市区町村,福島県市町村/郡山市,福島県,郡山市生成AIを活用した相談業務サポートシステムの利用及び保守業務委託【郡山市】,FY2025,,株式会社福島情報処理センター,6760000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNjQzMjk4MA==
,,結果待ち,④構築,RAG構築,その他,その他,全国,【米軍案件】STORAGE CONTAINER、A,FY2025,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMDc0NDkxOQ==
2025-08-22,2025-08-22,落札済,④構築,チャットボット,市区町村,佐賀県市町村/武雄市,佐賀県,武雄市AIチャットボットサービス導入業務委託【武雄市】,FY2025,,株式会社オプティム,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNjQyNDM5Nw==
,2025-08-22,落札済,④構築,生成AI（その他）,国,国土交通省,茨城県,業務効率化のための生成ＡＩ等の活用に関する調査・整理業務,FY2025,,パシフィックコンサルタンツ株式会社,9988000,9988000,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNjM4MjU0OA==
2025-08-22,,結果待ち,④構築,生成AI（その他）,その他,日本郵政グループ/日本郵便株式会社,東京都,グループ横断的な各種ＤＸ施策（グループ生成ＡＩポータル）に係るサービスの提供 １式,FY2025,随意,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMDY2NTEzNA==
2025-08-21,2025-08-21,落札済,④構築,生成AI（その他）,国,国会図書館,東京都,生成ＡＩプラットフォームサービスの提供 １式,FY2025,,株式会社サテライトオフィス,2062500,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNjg3NjE2MA==
,,結果待ち,④構築,RAG構築,その他,その他,全国,【米軍案件】REMOVABLE STORAGE (,FY2025,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMDczMjYxNg==
2025-08-20,,結果待ち,④構築,生成AI（その他）,国,特許庁,東京都,【特許庁】令和７年度特許庁メール応対業務における生成AI・モダン技術の活用に関する調査分析事業,FY2025,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMDY1MjI2Mg==
2025-08-20,,結果待ち,④構築,生成AI（その他）,独法,国立大学法人/東京科学大学,東京都,生成AIの医療応用のためのGPUサーバ装置,FY2025,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMDM5OTU2MQ==
2025-08-19,2025-08-22,落札済,④構築,生成AIサービス導入,市区町村,山口県市町村/周南市,山口県,生成ＡＩ導入・支援業務委託【周南市】,FY2025,,株式会社電通総研,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNjUxMTM3OQ==
2025-08-18,2025-09-22,落札済,④構築,生成AI（その他）,独法,独立行政法人防災科学技術研究所,茨城県,「生成ＡＩを活用した被災者支援サービス開発基盤」主幹機能開発業務,FY2025,,富士通株式会社,199100000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNjc2NjQ5Mw==
,2025-08-18,落札済,④構築,生成AI（その他）,国,文部科学省,東京都,生成AI等の活用,FY2025,,国立大学法人佐賀大学,9900000,10000000,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNjYzMzc5Nw==
,2025-08-18,落札済,④構築,生成AI（その他）,市区町村,その他兵庫県市町村/川西市,兵庫県,生成AIを活用した市ホームページ検索機能の最適化事業【川西市】,FY2025,,CAMEL株式会社,2950000,3245455,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNjM3OTI2NA==
2025-08-18,,結果待ち,②設計,,市区町村,神戸市,兵庫県,生成AIを活用したチャットボットおよびオンライン手続きシステム開発・運用業務に関する情報提供招請（RFI）【神戸市】,FY2025,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMDYwMjcyNQ==
2025-08-17,2025-08-29,落札済,⑤運用,,都道府県,岐阜県,岐阜県,令和7年度岐阜県AIチャットボットシステム構築・運用・保守委託業務,FY2025,,プレイネクストラボ株式会社,10153000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNjM3MzA5Mg==
,2025-08-14,落札済,④構築,生成AI（その他）,独法,独立行政法人福祉医療機構,東京都,オンプレミス型生成AIサービスの購入,FY2025,,Ｎｉｓｈｉｋａ株式会社,1203400,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNjQ2NDI2NQ==
2025-08-13,,結果待ち,③PoC,,独法,独立行政法人科学技術振興機構,東京都,JaLC2・書誌同定/JLCシステムにおける生成AIを用いた書誌分解の精度検証 一式,FY2025,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMDYzOTM1MA==
2025-08-12,2025-08-22,落札済,④構築,生成AI（その他）,市区町村,その他福岡県市町村/糸島市,福岡県,糸島市生成AIサービス構築業務【糸島市】,FY2025,,株式会社Qtnet,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNjMzMjg2Ng==
,2025-08-12,落札済,④構築,生成AI（その他）,都道府県,愛知県,愛知県,生成AI活用実践等委託事業（DXハイスクール委託事業）,FY2025,,株式会社フューチャーイン,4811950,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNjgzMTg2OQ==
2025-08-07,2025-08-18,落札済,⑤運用,,市区町村,岡山市,岡山県,第2期問合せ自動応答システム(AIチャットボットシステム)構築・運用保守業務委託(サービスレベル保証付)【岡山市】,FY2025,,ピコシステム株式会社,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNjI2OTg0NQ==
,2025-08-07,落札済,④構築,生成AIサービス導入,市区町村,山口県市町村/長門市,山口県,長門市生成AIサービス導入業務【長門市】,FY2025,,ＮＴＴドコモビジネス株式会社,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNjI2MzUzNA==
,,結果待ち,④構築,チャットボット,市区町村,その他兵庫県市町村/尼崎市,兵庫県,水道チャットボット返答精度強化等業務委託【尼崎市】,FY2025,指名,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMDY4MTA3MA==
,2025-08-06,落札済,⑤運用,,独法,国立大学法人,新潟県,教育機関向け生成AIサービスライセンス,FY2025,,米国OpenAI社,70000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNjU5MTk0Nw==
,2025-08-05,落札済,④構築,RAG構築,都道府県,埼玉県,埼玉県,令和７年度下期・令和８年度上期医薬品（単価契約）Ultragenyx Japan,FY2025,,株式会社スズケン,30454728,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNjIwMzcyNA==
2025-08-05,,結果待ち,⑤運用,,都道府県,山梨県,山梨県,独自生成 AI 利用に係るライセンス 一式,FY2025,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMDU5NDQ3Mw==
2025-08-05,,結果待ち,④構築,生成AI（その他）,都道府県,愛知県,愛知県,生成ＡＩ活用実践等委託業務（ＤＸハイスクール委託事業）,FY2025,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMDU4ODMyNw==
2025-08-04,2025-09-05,落札済,④構築,生成AI（その他）,その他,日本政策金融公庫,東京都,生成AI（AIエージェント)の利活用に係る調査、及び業務適用への検討に係る調査委託業務(一式),FY2025,,株式会社NTTデータ,17820000,17820000,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNjY0MjI5Ng==
2025-08-04,,結果待ち,④構築,生成AI（その他）,市区町村,福井県市町村/敦賀市,福井県,生成AI活用推進業務委託【敦賀市】,FY2025,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMDUxODcxMQ==
2025-07-31,2025-08-01,落札済,④構築,生成AI（その他）,その他,国際協力銀行,東京都,生成ＡＩ等を活用した高精度の日本語等文字起こしサービスに係る業務委託一式,FY2025,,エムシーディースリー株式会社,23100000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNjMyOTAxNA==
2025-07-31,,結果待ち,②設計,,市区町村,岩手県市町村/奥州市,岩手県,生成AIチャットボットサービス導入検討に係る情報提供依頼（RFI）【奥州市】,FY2025,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMDUyNzM1MA==
2025-07-31,,結果待ち,③PoC,,独法,防衛装備庁/新世代装備研究所,東京都,生成ＡＩによるＣＯＧ分析作業支援に関する概念実証役務,FY2025,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMDQzMTY4OA==
2025-07-30,,結果待ち,④構築,チャットボット,都道府県,和歌山県,和歌山県,令和７年度AIチャットボットシステム提供業務,FY2025,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMDUzOTU2NA==
2025-07-29,,結果待ち,⑤運用,,その他,日本政策金融公庫,東京都,令和７年度下期ＣｈａｔＧＰＴに係るＡｚｕｒｅ利用料及び保守の調達,FY2025,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMDU3NzY0NQ==
2025-07-29,,結果待ち,③PoC,,国,文部科学省/初等中等教育局,東京都,セキュアな環境における生成AIの校務利用の実証研究事業（（Ⅶ）GIGAスクール構想の下での校務DXに係る調査研究）,FY2025,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4yMDU0MzE5OA==
,2025-07-28,落札済,④構築,チャットボット,市区町村,佐賀県市町村/佐賀市,佐賀県,佐賀市AIチャットボットサービス更改業務【佐賀市】,FY2025,,株式会社福島情報処理センター,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNjE1NTU4Mw==
